abs,brand,compression_ratio,coupe_type,cylinder_bore,doors,fuel_consumption_combined,fuel_tank_volume,fuel_type,generation,kerb_weight,minimum_turning_circle,model,modification,number_of_cylinders,number_of_gears,number_of_valves_per_cylinder,piston_stroke,position_of_cylinders,power,seats,torque,wheelbase
NULL,Honda,9.7,Minivan,87 mm.,5,NULL,NULL,Petrol (Gasoline),Elysion,2020 kg.,NULL,Elysion,2.4 i 16V (160 Hp),4,NULL,4,99 mm.,Inline,160 hp/5500 rpm.,8,218 Nm/4500 rpm.,2900 mm.
NULL,Honda,9.4,Minivan,86 mm.,5,NULL,NULL,Petrol (Gasoline),Elysion,2020 kg.,NULL,Elysion,3.0 i V6 24V (200 Hp),6,NULL,4,86 mm.,V engine,200 hp/5500 rpm.,8,265 Nm/4800 rpm.,2900 mm.
NULL,Honda,9.6,Minivan,90 mm.,5,NULL,NULL,Petrol (Gasoline),Elysion,2020 kg.,NULL,Elysion,3.5 V6 24V (205),6,NULL,4,91 mm.,V engine,205 hp/5200 rpm.,8,297 Nm/2800 rpm.,2900 mm.
NULL,Honda,NULL,Off-road vehicle,NULL,5,NULL,NULL,Petrol (Gasoline),Crossroad,NULL,NULL,Crossroad,1.8 (140 Hp),NULL,NULL,NULL,NULL,NULL,140 hp,7,NULL,2700 mm.
NULL,Honda,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),"CRX II (ED,EE)",NULL,NULL,CRX,1.6 i 16V (ED9) (131 Hp),NULL,NULL,NULL,NULL,NULL,131 hp,NULL,NULL,NULL
NULL,Honda,10,Coupe,NULL,3,NULL,45 l,Petrol (Gasoline),"CRX II (ED,EE)",1010 kg.,NULL,CRX,1.6 i 16V Vtec (EE8) (150 Hp),4,5,4,NULL,NULL,150 hp/7600 rpm.,2+2,144 Nm,NULL
yes,Honda,NULL,Sedan,NULL,4,13.5 l/100 km.,40 l,Petrol (Gasoline),City VI (facelift 2017),1058-1088 kg.,10.6 m,City,1.5i (119 Hp),4,6,4,NULL,Inline,119 hp/6600 rpm.,5,145 Nm/4600 rpm.,2600 mm.
yes,Honda,NULL,Sedan,NULL,4,9.2-9.4 l/100 km.,40 l,Diesel,City VI (facelift 2017),1147-1175 kg.,10.6 m,City,1.5d (99 Hp),4,7,4,NULL,Inline,99 hp/3600 rpm.,5,200 Nm/1750 rpm.,2600 mm.
yes,Honda,NULL,Sedan,NULL,4,13.1 l/100 km.,40 l,Petrol (Gasoline),City VI (facelift 2017),1080-1107 kg.,10.6 m,City,1.5i (119 Hp) Automatic,4,CVT,4,NULL,Inline,119 hp/6600 rpm.,5,145 Nm/4600 rpm.,2600 mm.
NULL,Honda,10.5,Off-road vehicle,87 mm.,5,NULL,60 l,Petrol (Gasoline),Element II,NULL,NULL,Element,2.4 4WD (166 Hp),4,NULL,4,99 mm.,Inline,166 hp/5800 rpm.,5,218 Nm/4000 rpm.,2576 mm.
NULL,Honda,10.5,Off-road vehicle,87 mm.,5,NULL,60 l,Petrol (Gasoline),Element II,NULL,NULL,Element,2.4 (166 Hp),4,NULL,4,99 mm.,Inline,166 hp/5800 rpm.,5,218 Nm/4000 rpm.,2576 mm.
NULL,Honda,10.5,Off-road vehicle,87 mm.,5,NULL,60 l,Petrol (Gasoline),Element II,NULL,NULL,Element,2.4 (166 Hp) SC,4,NULL,4,99 mm.,Inline,166 hp/5800 rpm.,5,218 Nm/4000 rpm.,2576 mm.
yes,Great Wall,NULL,Pick-up,NULL,4,10.6 l/100 km.,70 l,Petrol (Gasoline),Steed 5,NULL,NULL,Steed,2.4i (136 Hp) 4x4,4,5,NULL,NULL,Inline,136 hp,5,NULL,3050 mm.
yes,Honda,NULL,Combi,NULL,5,NULL,42 l,Petrol (Gasoline),Airwave,1160 kg.,NULL,Airwave,1.5 (110 Hp),4,NULL,4,NULL,Inline,110 hp/5800 rpm.,5,143 Nm/4800 rpm.,2550 mm.
yes,Honda,NULL,Sedan,NULL,4,5.1 l/100 km.,35 l,Petrol (Gasoline),Amaze II,905-924 kg.,9.4 m,Amaze,1.2 i-VTEC (90 Hp),4,5,4,NULL,Inline,90 hp/6000 rpm.,5,110 Nm/4800 rpm.,2470 mm.
yes,Honda,NULL,Sedan,NULL,4,5.3 l/100 km.,35 l,Petrol (Gasoline),Amaze II,942-945 kg.,9.4 m,Amaze,1.2 i-VTEC (90 Hp) Automatic,4,CVT,4,NULL,Inline,90 hp/6000 rpm.,5,110 Nm/4800 rpm.,2470 mm.
yes,Ford,16,MPV,85 mm.,5,5.0 l/100 km.,60 l,Diesel,Grand C-MAX (facelift 2015),2300 kg.,11.6 m,C-MAX,2.0 TDCi (170 Hp) PowerShift S&S,4,6 PowerShift,4,88 mm.,Inline,170 hp/3500 rpm.,5/7,400 Nm/2000-2500 rpm.,NULL
yes,Ford,16,MPV,75 mm.,5,4.9 l/100 km.,60 l,Diesel,Grand C-MAX (facelift 2015),2200 kg.,11.6 m,C-MAX,1.6 TDCi (115 Hp),4,6,2,88.3 mm.,Inline,115 hp/3800 rpm.,5/7,215 Nm/1750 rpm.,NULL
yes,Ford,11,MPV,79 mm.,5,6.7 l/100 km.,60 l,Petrol (Gasoline),Grand C-MAX (facelift 2015),2135 kg.,11.6 m,C-MAX,1.6 Ti-VCT (120 Hp),4,6,4,81.4 mm.,Inline,120 hp/6000 rpm.,5/7,159 Nm/4000 rpm.,NULL
yes,Ford,16,MPV,85 mm.,5,5.0 l/100 km.,60 l,Diesel,Grand C-MAX (facelift 2015),2300 kg.,11.6 m,C-MAX,2.0 TDCi (150 Hp) PowerShift S&S,4,6 PowerShift,4,88 mm.,Inline,150 hp/3500 rpm.,5/7,400 Nm/2000-2500 rpm.,NULL
NULL,Great Wall,NULL,Hatchback,NULL,5,6.5 l/100 km.,45 l,Petrol (Gasoline),Florid,1195 kg.,NULL,Florid,1.3 (87 Hp),4,5,NULL,NULL,Inline,87 hp/6000 rpm.,5,125 Nm/4000 rpm.,2368 mm.
NULL,Great Wall,NULL,Hatchback,NULL,5,6.5 l/100 km.,45 l,Petrol (Gasoline),Florid,1195 kg.,NULL,Florid,1.5 (105 Hp),4,5,NULL,NULL,Inline,105 hp/6000 rpm.,5,138 Nm/4200 rpm.,2368 mm.
yes,Great Wall,NULL,Off-road vehicle,NULL,5,NULL,64 l,Petrol (Gasoline),RUV,1670 kg.,NULL,RUV,2.2 2WD (105 Hp),4,5,2,NULL,Inline,105 hp/4600 rpm.,5-7,190 Nm/3200 rpm.,3025 mm.
yes,Ford,16,MPV,85 mm.,5,4.6 l/100 km.,60 l,Diesel,Grand C-MAX (facelift 2015),2300 kg.,11.6 m,C-MAX,2.0 TDCi (150 Hp) S&S,4,6,4,88 mm.,Inline,150 hp/3500 rpm.,5/7,400 Nm/2000-2500 rpm.,NULL
NULL,Ford,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),Capri III (GECP),NULL,NULL,Capri,2.0 (100 Hp),NULL,NULL,NULL,NULL,NULL,100 hp,NULL,NULL,NULL
NULL,Ford,NULL,Coupe,NULL,NULL,NULL,NULL,Petrol (Gasoline),Capri III (GECP),NULL,NULL,Capri,2.3 Super (114 Hp),6,NULL,NULL,NULL,Inline,114 hp,4+1,NULL,NULL
NULL,Ford,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),Capri III (GECP),NULL,NULL,Capri,1.3 (54 Hp),NULL,NULL,NULL,NULL,NULL,54 hp,NULL,NULL,NULL
NULL,Ford,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),Consul Coupe (GGCL),NULL,NULL,Consul,2300 (107 Hp),NULL,NULL,NULL,NULL,NULL,107 hp,NULL,NULL,NULL
NULL,Ford,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),Consul (GGFL),NULL,NULL,Consul,1700 (75 Hp),NULL,NULL,NULL,NULL,NULL,75 hp,NULL,NULL,NULL
NULL,Ford,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),Consul (GGFL),NULL,NULL,Consul,2000 (90 Hp),NULL,NULL,NULL,NULL,NULL,90 hp,NULL,NULL,NULL
NULL,Ford,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),Consul (GGFL),NULL,NULL,Consul,2000 (99 Hp),NULL,NULL,NULL,NULL,NULL,99 hp,NULL,NULL,NULL
NULL,Ford,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),Capri III (GECP),NULL,NULL,Capri,2.8 Super Injection (160 Hp),NULL,NULL,NULL,NULL,NULL,160 hp,NULL,NULL,NULL
NULL,Ford,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),Capri III (GECP),NULL,NULL,Capri,1.6 (73 Hp),NULL,NULL,NULL,NULL,Inline,73 hp,NULL,NULL,NULL
NULL,Ford,NULL,NULL,NULL,NULL,NULL,NULL,Petrol (Gasoline),Consul (GGFL),NULL,NULL,Consul,2300 (107 Hp),NULL,NULL,NULL,NULL,NULL,107 hp,NULL,NULL,NULL
yes,Honda,NULL,Sedan,NULL,4,3.6 l/100 km.,35 l,Diesel,Amaze II,993-1023 kg.,9.8 m,Amaze,1.5 i-DTEC (100 Hp),4,5,4,NULL,Inline,100 hp/3600 rpm.,5,200 Nm/1750 rpm.,2470 mm.
yes,Honda,NULL,Sedan,NULL,4,4.2 l/100 km.,35 l,Diesel,Amaze II,1031-1039 kg.,9.8 m,Amaze,1.5 i-DTEC (80 Hp) Automatic,4,CVT,4,NULL,Inline,80 hp/3600 rpm.,5,160 Nm/1750 rpm.,2470 mm.
NULL,Great Wall,NULL,Minivan,NULL,4,9.0 l/100 km.,NULL,Petrol (Gasoline),Cowry,1510 kg.,NULL,Cowry,2.0 (143 Hp),4,5,2,NULL,Inline,143 hp/6000 rpm.,8,185 Nm/3000-4500 rpm.,2825 mm.
NULL,Great Wall,NULL,Minivan,NULL,5,6.7 l/100 km.,45 l,Petrol (Gasoline),Cool Bear,1260 kg.,NULL,Cool Bear,"1,5 (105 Hp)",4,5,NULL,NULL,Inline,105 hp/6000 rpm.,5,138 Nm/4200 rpm.,2499 mm.
NULL,Hummer,21.5,Off-road vehicle,101 mm.,4,NULL,95+65 l,Diesel,H1 I,3160 kg.,15.2 m,H1,6.2 V8 (152 Hp) 4x4 Automatic,8,3,2,97 mm.,V engine,152 hp/3600 rpm.,4,339 Nm/2000 rpm.,3302 mm.
NULL,Hummer,17.5,Off-road vehicle,103 mm.,4,NULL,112+83 l,Diesel,H1 I,3680 kg.,16.2 m,H1,6.6 TD V8 (305 Hp) 4x4 Automatic,8,5,2,99 mm.,V engine,305 hp/3000 rpm.,4,705 Nm/1500 rpm.,3302 mm.
yes,Hyundai,NULL,Sedan,NULL,4,6.0 l/100 km.,50 l,Petrol (Gasoline),Celesta,1167-1190 kg.,NULL,Celesta,1.6i (123 Hp) Automatic,4,6,NULL,NULL,Inline,123 hp/6300 rpm.,5,151 Nm/4850 rpm.,2650 mm.
NULL,Hyundai,NULL,Hatchback,NULL,5,NULL,NULL,Petrol (Gasoline),Avante,NULL,NULL,Avante,1.5 VVT (102 Hp),NULL,NULL,NULL,NULL,NULL,102 hp,5,NULL,2610 mm.
NULL,Hyundai,NULL,Hatchback,NULL,5,NULL,NULL,Petrol (Gasoline),Avante,NULL,NULL,Avante,1.6 VVT (105 Hp),NULL,NULL,NULL,NULL,NULL,105 hp,5,NULL,NULL
NULL,Hyundai,NULL,Hatchback,NULL,5,NULL,NULL,Petrol (Gasoline),Avante,NULL,NULL,Avante,2.0 (141 Hp),NULL,NULL,NULL,NULL,NULL,141 hp,5,NULL,NULL
NULL,Hyundai,NULL,Hatchback,NULL,5,NULL,NULL,Petrol (Gasoline),Avante,NULL,NULL,Avante,2.0 VVT (143 Hp),NULL,NULL,NULL,NULL,NULL,143 hp,5,NULL,NULL
yes,Hyundai,10.4,Coupe,96 mm.,2,10.3 l/100 km.,65 l,Petrol (Gasoline),Genesis Coupe (facelift 2012),1950 kg.,NULL,Genesis,3.8 V6 (303 Hp),6,6,4,87 mm.,V engine,303 hp/6300 rpm.,2+2,360 Nm/4700 rpm.,2820 mm.
yes,Hyundai,12.5,Sedan,81 mm.,4,7.1-7.3 l/100 km.,53 l,Petrol (Gasoline),"Elantra VI (AD, facelift 2018)",1290-1360 kg.,10.6 m,Elantra,2.0 (147 Hp) Automatic,4,6,4,97 mm.,Inline,147 hp/6200 rpm.,5,179 Nm/4500 rpm.,2700 mm.
yes,Hyundai,10.4,Coupe,96 mm.,2,10.3 l/100 km.,65 l,Petrol (Gasoline),Genesis Coupe (facelift 2012),1970 kg.,NULL,Genesis,3.8 V6 (303 Hp) Automatic,6,8,4,87 mm.,V engine,303 hp/6300 rpm.,2+2,360 Nm/4700 rpm.,2820 mm.
NULL,Hummer,21.5,Off-road vehicle,103 mm.,4,22.0 l/100 km.,95+65 l,Diesel,H1 I,3159 kg.,16.2 m,H1,6.5 D V8 (170 Hp) 4x4 Automatic,8,4,2,97 mm.,V engine,170 hp/3400 rpm.,4,393 Nm/1700 rpm.,3302 mm.
NULL,Hummer,20.2,Off-road vehicle,103 mm.,4,NULL,95+64 l,Diesel,H1 I,3468 kg.,16.2 m,H1,6.5 TD V8 (197 Hp) 4x4 Automatic,8,4,2,97 mm.,V engine,197 hp/3400 rpm.,4,583 Nm/1800 rpm.,3302 mm.
NULL,Hummer,20.2,Off-road vehicle,103 mm.,4,NULL,NULL,Diesel,H1 I,3428 kg.,15.2 m,H1,6.5 TD V8 (208 Hp) 4x4 Automatic,8,4,2,97 mm.,V engine,208 hp/3400 rpm.,4,597 Nm/1800 rpm.,3302 mm.
yes,Hyundai,NULL,Sedan,NULL,4,NULL,45 l,Petrol (Gasoline),Accent V,NULL,NULL,Accent,1.6 (123 Hp),4,6,4,NULL,Inline,123 hp/6400 rpm.,5,151 Nm/4850 rpm.,2600 mm.
NULL,Chrysler,NULL,Sedan,NULL,4,NULL,NULL,Petrol (Gasoline),LHS I,NULL,NULL,LHS,3.5i V6 (214 Hp) Automatic,6,4,4,NULL,V engine,214 hp/5800 rpm.,5,300 Nm/2800 rpm.,2870 mm.
NULL,Chrysler,10.3,Hatchback,103 mm.,5,NULL,NULL,Petrol (Gasoline),Nassau,NULL,NULL,Nassau,"6,1 (425)",8,5,2,90.9 mm.,V engine,425 hp/6200 rpm.,4,569 Nm/4800 rpm.,3050 mm.
NULL,Chrysler,NULL,Sedan,NULL,4,NULL,NULL,Petrol (Gasoline),Dynasty,NULL,NULL,Dynasty,2.5L (101 Hp),NULL,3,NULL,NULL,NULL,101 hp,5,NULL,2649 mm.
NULL,Chrysler,NULL,Sedan,NULL,4,NULL,NULL,Petrol (Gasoline),Dynasty,NULL,NULL,Dynasty,3.0L V6 (141 Hp),NULL,4,NULL,NULL,NULL,141 hp,5,NULL,2649 mm.
NULL,Chrysler,NULL,Sedan,NULL,4,NULL,NULL,Petrol (Gasoline),Dynasty,NULL,NULL,Dynasty,3.3L V6 (163 Hp),NULL,4,NULL,NULL,NULL,163 hp,5,NULL,2649 mm.
NULL,Chrysler,NULL,Sedan,NULL,4,NULL,NULL,Petrol (Gasoline),Fifth Avenue I,NULL,NULL,Fifth Avenue,5.2 V8 (175 Hp),NULL,3,NULL,NULL,NULL,175 hp,4,NULL,2863 mm.
NULL,Chrysler,NULL,Coupe,NULL,NULL,NULL,NULL,Petrol (Gasoline),Daytona Shelby,NULL,NULL,Daytona Shelby,2.2 i Turbo (177 Hp),NULL,NULL,NULL,NULL,NULL,177 hp,4,NULL,NULL
yes,Chrysler,10,Cabriolet,89.9 mm.,2,10.1 l/100 km.,60 l,Petrol (Gasoline),Crossfire Roadster,1420 kg.,10.6 m,Crossfire,3.2i V6 18V (215 Hp) Automatic,6,5,3,84 mm.,V engine,215 hp/5700 rpm.,2,310 Nm/3000 rpm.,2400 mm.
yes,Chrysler,9,Cabriolet,89.9 mm.,2,NULL,60 l,Petrol (Gasoline),Crossfire Roadster,1495 kg.,10.6 m,Crossfire,SRT-6 3.2i V6 (330 Hp),6,5,3,84 mm.,V engine,330 hp/6100 rpm.,2,420 Nm/3500 rpm.,2400 mm.
yes,Chrysler,10,Coupe,89.9 mm.,2,10.4 l/100 km.,60 l,Petrol (Gasoline),Crossfire,1377 kg.,10.6 m,Crossfire,3.2i V6 18V (215 Hp),6,6,3,84 mm.,V engine,215 hp/5700 rpm.,2,310 Nm/3000 rpm.,2400 mm.
yes,Chrysler,10,Coupe,89.9 mm.,2,10.4 l/100 km.,60 l,Petrol (Gasoline),Crossfire,1382 kg.,10.6 m,Crossfire,3.2i V6 18V (215 Hp) Automatic,6,5,3,84 mm.,V engine,215 hp/5700 rpm.,2,310 Nm/3000 rpm.,2400 mm.
yes,Chrysler,9,Coupe,89.9 mm.,2,NULL,60 l,Petrol (Gasoline),Crossfire,1455 kg.,10.6 m,Crossfire,SRT-6 3.2i V6 (330 Hp),6,5,2,84 mm.,V engine,330 hp/6100 rpm.,2,420 Nm/3500 rpm.,2400 mm.
NULL,Chrysler,NULL,Sedan,NULL,4,NULL,NULL,Petrol (Gasoline),Fifth Avenue II,NULL,NULL,Fifth Avenue,3.3i (162 Hp),NULL,NULL,NULL,NULL,NULL,162 hp,5,NULL,2784 mm.
NULL,Chrysler,NULL,Sedan,NULL,4,NULL,NULL,Petrol (Gasoline),Fifth Avenue II,NULL,NULL,Fifth Avenue,3.8i (162 Hp),NULL,NULL,NULL,NULL,NULL,162 hp,5,NULL,2784 mm.
yes,Chrysler,9.5,Minivan,87.5 mm.,5,NULL,NULL,Petrol (Gasoline),Grand Voyager V,NULL,NULL,Grand Voyager,2.4i  R4 16V (147 Hp),4,4,4,101 mm.,Inline,147 hp/5200 rpm.,7,218 Nm/4000 rpm.,3030 mm.
yes,Chrysler,17.5,Minivan,94 mm.,5,NULL,NULL,Diesel,Grand Voyager V,NULL,NULL,Grand Voyager,2.8 CRD (150 Hp),4,4,4,100 mm.,Inline,150 hp/3800 rpm.,7,360 Nm/1800 rpm.,3030 mm.
yes,Chrysler,8.9,Minivan,93 mm.,5,NULL,NULL,Petrol (Gasoline),Grand Voyager V,NULL,NULL,Grand Voyager,3.3i V6 (172 Hp),6,4,2,81 mm.,V engine,172 hp/5100 rpm.,7,278 Nm/4000 rpm.,3030 mm.
yes,Chrysler,7.8,Coupe,87.5 mm.,2,9.2 l/100 km.,53 l,Petrol (Gasoline),LE Baron Coupe,1375 kg.,NULL,LE Baron,2.5 i Turbo (155 Hp) Automatic,4,4,2,104 mm.,Inline,155 hp/4800 rpm.,5,284 Nm/2400 rpm.,2550 mm.
NULL,Chrysler,NULL,Sedan,NULL,4,NULL,NULL,Petrol (Gasoline),NEW Yorker XI,1627 kg.,NULL,NEW Yorker,3.5i V6 (214Hp),6,4,4,NULL,V engine,214 hp/5800 rpm.,5,300 Nm/2800 rpm.,2870 mm.
yes,Chrysler,12.5,Minivan,96 mm.,5,2.8 l/100 km.,64.3 l,Hybrid - petrol / electricity,Pacifica II,2262 kg.,12.1 m,Pacifica,3.6 V6 (264 Hp) Hybrid CVT,6,1 CVT,4,83 mm.,V engine,264 hp,7,NULL,3089 mm.
yes,Chrysler,11.3,Minivan,96 mm.,5,10.7 l/100 km.,71.9 l,Petrol (Gasoline),Pacifica II,1964 kg.,12.1 m,Pacifica,3.6 V6 (291 Hp) Automatic,6,9,4,83 mm.,V engine,291 hp/6400 rpm.,7-8,355 Nm/4000 rpm.,3089 mm.
yes,Chrysler,9.9,Cabriolet,96 mm.,2,NULL,46 l,Petrol (Gasoline),Prowler,1290 kg.,NULL,Prowler,3.5 i V6 24V (257 Hp),6,4,4,81 mm.,V engine,257 hp/6400 rpm.,2,346 Nm/3950 rpm.,2880 mm.
yes,Hyundai,NULL,Sedan,NULL,4,NULL,45 l,Diesel,Accent V,NULL,NULL,Accent,1.6 CRDi (128 Hp),4,6,4,NULL,Inline,128 hp/4000 rpm.,5,260 Nm/1500-3000 rpm.,2600 mm.
yes,Hyundai,NULL,Sedan,NULL,4,NULL,45 l,Diesel,Accent V,NULL,NULL,Accent,1.6 CRDi (128 Hp) Automatic,4,6,4,NULL,Inline,128 hp/4000 rpm.,5,260 Nm/1500-3000 rpm.,2600 mm.
yes,Hyundai,NULL,Sedan,NULL,4,NULL,45 l,Petrol (Gasoline),Accent V,NULL,NULL,Accent,1.6 (123 Hp) Automatic,4,6,4,NULL,Inline,123 hp/6400 rpm.,5,151 Nm/4850 rpm.,2600 mm.
yes,Chrysler,10.2,Sedan,96 mm.,4,NULL,72 l,Petrol (Gasoline),300 II (facelift 2015),1921 kg.,NULL,300,3.6 (296 Hp) AWD Automatic,6,8,4,83 mm.,V engine,296 hp/6350 rpm.,5,353 Nm/4800 rpm.,3052 mm.
yes,Chrysler,10.5,Sedan,99.5 mm.,4,NULL,72 l,Petrol (Gasoline),300 II (facelift 2015),1962 kg.,NULL,300,5.7 (367 Hp) Automatic,8,8,4,90.9 mm.,V engine,367 hp/5200 rpm.,5,534 Nm/4200 rpm.,3052 mm.
NULL,Chevrolet,NULL,Pick-up,NULL,4,NULL,72 l,Petrol (Gasoline),Colorado,NULL,NULL,Colorado,3.5 i (220 Hp),NULL,5,NULL,NULL,NULL,220 hp/5600 rpm.,5,305 Nm/2800 rpm.,3200 mm.
NULL,Chevrolet,NULL,Pick-up,NULL,4,NULL,72 l,Petrol (Gasoline),Colorado,NULL,NULL,Colorado,3.5 i (220 Hp) Automatic,NULL,4,NULL,NULL,NULL,220 hp/5600 rpm.,5,305 Nm/2800 rpm.,3200 mm.
yes,Chevrolet,NULL,Cabriolet,103.25 mm.,2,NULL,72 l,Petrol (Gasoline),Camaro VI Convertible (facelift 2018),1882 kg.,11.7 m,Camaro,ZL1 6.2 V8 (660 Hp) Automatic,8,10 Hydra-Matic,2,92 mm.,V engine,660 hp/6400 rpm.,4,868 Nm/3600 rpm.,2811 mm.
yes,Chevrolet,NULL,Minivan,NULL,4,NULL,NULL,Petrol (Gasoline),Colorado,NULL,NULL,Colorado,3.7 i (242 Hp),5,5,4,NULL,Inline,242 hp/5600 rpm.,5,242 Nm/4600 rpm.,3200 mm.
yes,Chevrolet,NULL,Minivan,NULL,4,NULL,NULL,Petrol (Gasoline),Colorado,NULL,NULL,Colorado,3.7 i (242 Hp) Automatic,5,4,4,NULL,Inline,242 hp/5600 rpm.,5,242 Nm/4600 rpm.,3200 mm.
yes,Chevrolet,NULL,Minivan,NULL,4,NULL,NULL,Petrol (Gasoline),Colorado,NULL,NULL,Colorado,3.7 i (242 Hp) Automatic,5,4,4,NULL,Inline,242 hp/5600 rpm.,5,242 Nm/4600 rpm.,3200 mm.
yes,Chevrolet,16.3,SUV,86 mm.,5,NULL,65 l,Diesel,Captiva I (facelift 2015),NULL,12.3 m,Captiva,2.2 VCDi 16V (184 Hp) AWD Automatic,4,6,4,96 mm.,Inline,184 hp/3800 rpm.,7,400 Nm/2000 rpm.,2707 mm.
yes,Chevrolet,10.4,SUV,88 mm.,5,NULL,65 l,Petrol (Gasoline),Captiva I (facelift 2015),NULL,12.3 m,Captiva,2.4 Ecotec (167 Hp) AWD Automatic,4,6,4,98 mm.,Inline,167 hp/5600 rpm.,7,230 Nm/4600 rpm.,2707 mm.
yes,Chevrolet,11.7,SUV,89 mm.,5,NULL,65 l,Petrol (Gasoline),Captiva I (facelift 2015),NULL,12.3 m,Captiva,3.0 V6 (258 Hp) AWD Automatic,6,6,4,80.3 mm.,V engine,258 hp/6900 rpm.,7,288 Nm/5800 rpm.,2707 mm.
NULL,Chevrolet,NULL,Sedan,NULL,4,NULL,NULL,Petrol (Gasoline),Celebrity,NULL,NULL,Celebrity,2.8 V6 (130 Hp),NULL,5,NULL,NULL,NULL,130 hp,5,NULL,2662 mm.
NULL,Chevrolet,NULL,Sedan,NULL,4,NULL,NULL,Petrol (Gasoline),Celebrity,NULL,NULL,Celebrity,2.8 V6 (130 Hp) Automatic,NULL,3,NULL,NULL,NULL,130 hp,5,NULL,2662 mm.
yes,Chevrolet,NULL,Cabriolet,86 mm.,2,NULL,72 l,Petrol (Gasoline),Camaro VI Convertible (facelift 2018),1636 kg.,11.6 m,Camaro,2.0 T (275 Hp) Automatic,4,8 Hydra-Matic,4,86 mm.,Inline,275 hp/5600 rpm.,4,400 Nm/3000-4500 rpm.,2811 mm.
yes,Chevrolet,NULL,Cabriolet,95 mm.,2,NULL,72 l,Petrol (Gasoline),Camaro VI Convertible (facelift 2018),1693 kg.,11.6 m,Camaro,3.6 V6 (335 Hp),6,6,4,85.6 mm.,V engine,335 hp/6800 rpm.,4,383 Nm/5300 rpm.,2811 mm.
yes,Chevrolet,NULL,Cabriolet,103.25 mm.,2,NULL,72 l,Petrol (Gasoline),Camaro VI Convertible (facelift 2018),1866 kg.,11.7 m,Camaro,ZL1 6.2 V8 (660 Hp),8,6,2,92 mm.,V engine,660 hp/6400 rpm.,4,868 Nm/3600 rpm.,2811 mm.
yes,Chevrolet,NULL,Cabriolet,95 mm.,2,NULL,72 l,Petrol (Gasoline),Camaro VI Convertible (facelift 2018),1689 kg.,11.6 m,Camaro,3.6 V6 (335 Hp) Automatic,6,8 Hydra-Matic,4,85.6 mm.,V engine,335 hp/6800 rpm.,4,383 Nm/5300 rpm.,2811 mm.
yes,Chevrolet,NULL,Sedan,NULL,4,5.0 l/100 km.,NULL,Petrol (Gasoline),Cavalier IV,1200 kg.,NULL,Cavalier,1.0 DVVT (120 Hp) DCT,4,6 DCT,4,NULL,Inline,120 hp/5200 rpm.,5,165 Nm/1700-4400 rpm.,2600 mm.
yes,Chevrolet,NULL,Sedan,NULL,4,5.8 l/100 km.,NULL,Petrol (Gasoline),Cavalier IV,1225 kg.,NULL,Cavalier,1.5 DVVT (113 Hp) DSS,4,6 DSS,4,NULL,Inline,113 hp/6000 rpm.,5,141 Nm/4000 rpm.,2600 mm.
yes,Bentley,9,Sedan,84 mm.,4,14.7 l/100 km.,90 l,Petrol (Gasoline),Flying Spur,2972 kg.,12.1 m,Flying Spur,6.0 W12 (616 Hp),12,8,4,90.2 mm.,W engine,616 hp/6000 rpm.,4/5,800 Nm/2000 rpm.,3065 mm.
yes,Bentley,9.3,Sedan,84.5 mm.,4,10.9 l/100 km.,90 l,Petrol (Gasoline),Flying Spur (facelift 2015),2972 kg.,12.1 m,Flying Spur,4.0 V8 (507 Hp) AWD Automatic,8,8,4,89 mm.,V engine,507 hp/6000 rpm.,4/5,660 Nm/1700 rpm.,3066 mm.
yes,Bentley,9,Sedan,84 mm.,4,14.4 l/100 km.,90 l,Petrol (Gasoline),Flying Spur (facelift 2015),2972 kg.,12.1 m,Flying Spur,6.0 W12 (625 Hp) AWD Automatic,12,8,4,90.2 mm.,W engine,625 hp/6000 rpm.,4/5,800 Nm/2000 rpm.,3065 mm.
yes,Bentley,NULL,SUV,NULL,5,11.4 l/100 km.,85 l,Petrol (Gasoline),Bentayga,3250 kg.,12.4 m,Bentayga,4.0 V8 (550 Hp) 4WD Automatic,8,8,4,NULL,V engine,550 hp/6000 rpm.,4/7,770 Nm/1960-4500 rpm.,2995 mm.
yes,Bentley,NULL,Coupe,NULL,3,19.5 l/100 km.,96 l,Petrol (Gasoline),Brooklands II,2585 kg.,NULL,Brooklands,6.75 i V8 Biturbo (537 Hp),8,6,4,NULL,V engine,537 hp/4000 rpm.,4,1050 Nm/3250 rpm.,3116 mm.
yes,Audi,NULL,SUV,NULL,5,5.1-5.3 l/100 km.,55 l,Diesel,Q2,2070 kg.,NULL,Q2,35 TDI (150 Hp) quattro S tronic,4,7 S tronic,4,NULL,Inline,150 hp/3500-4000 rpm.,5,340 Nm/1750-3000 rpm.,2601 mm.
